invoice_number,release_date,business_partner_code,seller_code,invoice_value,item_quantity,item_code
4973,2022-12-23,C000170,3,0.0,1,CM01.000002
4973,2022-12-23,C000170,3,0.0,1,CM01.000018
4973,2022-12-23,C000170,3,0.0,2,MO.HFp.100
4973,2022-12-23,C000170,3,0.0,5,CM01.000002
4973,2022-12-23,C000170,3,3508.82,11,101110
4973,2022-12-23,C000170,3,13156.34,13,101110
4973,2022-12-23,C000170,3,13438.9,14,101110
4973,2022-12-23,C000170,3,10766.28,10,101110
4973,2022-12-23,C000170,3,11420.86,1,101110
4974,2022-12-23,C000676,23,3402.17,8,101100
4974,2022-12-23,C000676,23,0.0,1,MO.TcAs.100
4974,2022-12-23,C000676,23,1335.33,7,101101
4974,2022-12-23,C000676,23,0.0,12,MO.TcAg.100
4975,2022-12-23,C000170,3,0.0,5,MO.TcAs.100
4975,2022-12-23,C000170,3,2195.19,1,101100
4976,2022-12-23,C000547,6,0.0,22,CM01.000002
4976,2022-12-23,C000547,6,0.0,9,MO.HFp.100
4976,2022-12-23,C000547,6,0.0,19,CM01.000018
4976,2022-12-23,C000547,6,12314.24,9,101110
4977,2022-12-23,C000547,6,25841.55,24,101110
4977,2022-12-23,C000547,6,0.0,19,CM01.000018
4977,2022-12-23,C000547,6,0.0,18,MO.HFp.100
4977,2022-12-23,C000547,6,0.0,19,CM01.000002
4978,2022-12-23,C000729,6,0.0,10,MO.HFp.100
4978,2022-12-23,C000729,6,0.0,19,CM01.000002
4978,2022-12-23,C000729,6,0.0,27,CM01.000018
4978,2022-12-23,C000729,6,32793.3,13,101110
4979,2022-12-23,C000649,7,5193.38,1,060401
4980,2022-12-23,C000460,7,2451.79,12,060401
4980,2022-12-23,C000460,7,7224.88,10,101110
4980,2022-12-23,C000460,7,0.0,1,CM01.000002
4980,2022-12-23,C000460,7,0.0,1,MO.HFp.100
4980,2022-12-23,C000460,7,0.0,1,CM01.000018
4982,2022-12-26,C000198,3,133707.99,59,060401
4983,2022-12-27,C000188,23,49236.21,13,101110
4983,2022-12-27,C000188,23,0.0,17,CM01.000002
4983,2022-12-27,C000188,23,0.0,11,MO.HFp.100
4983,2022-12-27,C000188,23,0.0,14,CM01.000018
4983,2022-12-27,C000188,23,10647.89,1,060401
4989,2022-12-28,C000102,4,141096.83,329,101101
4989,2022-12-28,C000102,4,812.05,1,EQ02.000653
4989,2022-12-28,C000102,4,553.86,61,EQ04.000002
4989,2022-12-28,C000102,4,14374.17,8,060401
4989,2022-12-28,C000102,4,1601.07,26,CM05.000011
4989,2022-12-28,C000102,4,0.0,328,MO.TcAg.100
4994,2022-12-28,C000036,4,72491.44,80,101110
4994,2022-12-28,C000036,4,187128.76,86,101110
4994,2022-12-28,C000036,4,177937.06,309,101101
4994,2022-12-28,C000036,4,4349.41,25,CM05.000011
4994,2022-12-28,C000036,4,632.29,70,EQ04.000002
4994,2022-12-28,C000036,4,0.0,300,MO.TcAg.100
4994,2022-12-28,C000036,4,0.0,68,MO.HFp.100
4994,2022-12-28,C000036,4,0.0,67,CM01.000018
4994,2022-12-28,C000036,4,0.0,81,CM01.000002
4994,2022-12-28,C000036,4,736.01,1,EQ02.000653
4994,2022-12-28,C000036,4,0.0,78,CM01.000018
4994,2022-12-28,C000036,4,20008.5,1,060400
4994,2022-12-28,C000036,4,0.0,80,MO.HFp.100
4994,2022-12-28,C000036,4,0.0,71,CM01.000002
4995,2022-12-28,C000188,23,33299.49,10,101110
4995,2022-12-28,C000188,23,0.0,32,CM01.000018
4995,2022-12-28,C000188,23,0.0,28,MO.HFp.100
4995,2022-12-28,C000188,23,0.0,13,CM01.000002
4995,2022-12-28,C000188,23,7956.42,12,060401
4999,2022-12-28,C000397,6,0.0,93,CM01.000018
4999,2022-12-28,C000397,6,0.0,103,MO.HFp.100
4999,2022-12-28,C000397,6,0.0,94,CM01.000002
4999,2022-12-28,C000397,6,0.0,33,MO.TcAs.100
4999,2022-12-28,C000397,6,22722.0,33,101100
4999,2022-12-28,C000397,6,82061.89,100,101110
5003,2022-12-29,C000763,5,0.0,1,MO.TcAg.100
5003,2022-12-29,C000763,5,2425.37,9,101101
5003,2022-12-29,C000763,5,148.36,2,CM05.000011
5003,2022-12-29,C000763,5,10.97,6,EQ04.000002
5005,2022-12-29,C000064,6,24385.79,1,101110
5005,2022-12-29,C000064,6,35436.72,2,101110
5005,2022-12-29,C000064,6,14172.23,18,101110
5005,2022-12-29,C000064,6,28514.18,19,101110
5005,2022-12-29,C000064,6,18164.74,1,101110
5005,2022-12-29,C000064,6,18286.36,11,101110
5005,2022-12-29,C000064,6,0.0,5,CM01.000002
5005,2022-12-29,C000064,6,0.0,15,MO.HFp.100
5005,2022-12-29,C000064,6,0.0,9,CM01.000018
5005,2022-12-29,C000064,6,0.0,5,MO.HFp.100
5005,2022-12-29,C000064,6,0.0,1,CM01.000002
5005,2022-12-29,C000064,6,0.0,22,CM01.000018
5005,2022-12-29,C000064,6,0.0,6,MO.HFp.100
5005,2022-12-29,C000064,6,0.0,20,CM01.000002
5005,2022-12-29,C000064,6,0.0,6,CM01.000018
5005,2022-12-29,C000064,6,0.0,9,MO.HFp.100
5005,2022-12-29,C000064,6,0.0,6,CM01.000002
5005,2022-12-29,C000064,6,0.0,1,CM01.000018
5005,2022-12-29,C000064,6,0.0,9,MO.HFp.100
5005,2022-12-29,C000064,6,0.0,18,CM01.000002
5005,2022-12-29,C000064,6,0.0,18,CM01.000018
5005,2022-12-29,C000064,6,0.0,15,CM01.000002
5005,2022-12-29,C000064,6,0.0,3,MO.HFp.100
5005,2022-12-29,C000064,6,0.0,15,CM01.000018
5008,2022-12-30,C000741,2,11212.66,1,101110
5008,2022-12-30,C000741,2,0.0,14,CM01.000018
5008,2022-12-30,C000741,2,5998.95,1,060400
5008,2022-12-30,C000741,2,0.0,17,MO.HFp.100
5008,2022-12-30,C000741,2,0.0,12,CM01.000002
5016,2022-12-30,C000145,1,0.0,1,CM01.000002
5016,2022-12-30,C000145,1,0.0,1,MO.HFp.100
5016,2022-12-30,C000145,1,0.0,14,CM01.000018
5016,2022-12-30,C000145,1,1790.12,14,101110
5020,2022-12-30,C000225,6,15941.0,1,060400
5020,2022-12-30,C000225,6,0.0,51,CM01.000002
5020,2022-12-30,C000225,6,0.0,57,MO.HFp.100
5020,2022-12-30,C000225,6,0.0,38,CM01.000018
5020,2022-12-30,C000225,6,0.0,28,MO.TcAs.100
5020,2022-12-30,C000225,6,26499.34,15,101100
5020,2022-12-30,C000225,6,44491.34,41,101110
5025,2023-01-06,C000387,5,0.0,19,CM01.000018
5025,2023-01-06,C000387,5,0.0,9,MO.HFp.100
5025,2023-01-06,C000387,5,50574.13,13,101110
5025,2023-01-06,C000387,5,0.0,29,CM01.000002
5026,2023-01-06,C000479,2,4120.49,1,060401
5026,2023-01-06,C000479,2,0.0,1,CM01.000018
5026,2023-01-06,C000479,2,0.0,1,MO.HFp.100
5026,2023-01-06,C000479,2,2313.12,4,101110
5026,2023-01-06,C000479,2,0.0,8,CM01.000002
5027,2023-01-09,C000225,6,27866.13,8,060401
5027,2023-01-09,C000225,6,0.0,100,CM01.000002
5027,2023-01-09,C000225,6,0.0,94,MO.HFp.100
5027,2023-01-09,C000225,6,0.0,111,CM01.000018
5027,2023-01-09,C000225,6,139872.34,102,101110
5029,2023-01-09,C000120,1,4008.65,3,060401
5030,2023-01-09,C000123,4,0.0,5,CM01.000018
5030,2023-01-09,C000123,4,0.0,1,MO.HFp.100
5030,2023-01-09,C000123,4,0.0,1,CM01.000002
5030,2023-01-09,C000123,4,1556.63,1,101110
5031,2023-01-10,C000754,6,7654.86,1,060401
5042,2023-01-12,C000781,2,172.05,1,101101
5042,2023-01-12,C000781,2,0.0,5,CM01.000002
5042,2023-01-12,C000781,2,0.0,1,MO.HFp.100
5042,2023-01-12,C000781,2,242.38,1,CM05.000011
5042,2023-01-12,C000781,2,14.68,1,EQ04.000002
5042,2023-01-12,C000781,2,573.6,8,EQ02.000653
5042,2023-01-12,C000781,2,0.0,1,CM01.000018
5042,2023-01-12,C000781,2,0.0,1,MO.TcAs.100
5042,2023-01-12,C000781,2,0.0,6,MO.TcAg.100
5042,2023-01-12,C000781,2,1692.37,10,101110
5042,2023-01-12,C000781,2,1677.11,13,101100
5045,2023-01-12,C000377,6,42221.22,9,060401
5046,2023-01-13,C000377,6,11902.51,3,060401
5055,2023-01-16,C000509,-1,0.0,14,MO.TcAs.100
5055,2023-01-16,C000509,-1,1975.65,1,101100
5056,2023-01-16,C000676,23,0.0,10,MO.TcAs.100
5056,2023-01-16,C000676,23,0.0,1,MO.TcAg.100
5056,2023-01-16,C000676,23,2888.87,4,101101
5056,2023-01-16,C000676,23,5169.35,5,101100
5060,2023-01-16,C000002,1,43496.26,152,101110
5060,2023-01-16,C000002,1,0.0,156,CM01.000002
5060,2023-01-16,C000002,1,0.0,140,MO.HFp.100
5060,2023-01-16,C000002,1,0.0,157,CM01.000018
5061,2023-01-16,C000780,3,0.0,14,MO.HFp.100
5061,2023-01-16,C000780,3,0.0,27,CM01.000002
5061,2023-01-16,C000780,3,57839.16,22,101110
5061,2023-01-16,C000780,3,0.0,12,CM01.000018
5061,2023-01-16,C000780,3,10350.54,1,060401
5067,2023-01-18,C000389,6,3630.9,10,060401
5068,2023-01-18,C000120,1,47326.12,24,060401
5071,2023-01-18,C000535,39,10371.43,1,101110
5071,2023-01-18,C000535,39,0.0,12,CM01.000018
5071,2023-01-18,C000535,39,0.0,1,MO.HFp.100
5071,2023-01-18,C000535,39,0.0,4,CM01.000002
5075,2023-01-20,C000330,2,1658.57,8,101100
5075,2023-01-20,C000330,2,0.0,1,MO.TcAs.100
5076,2023-01-20,C000255,35,0.0,11,MO.TcAg.100
5076,2023-01-20,C000255,35,561.31,12,101101
5076,2023-01-20,C000255,35,621.62,14,900201
5077,2023-01-20,C000761,5,10196.86,17,101110
5077,2023-01-20,C000761,5,0.0,12,CM01.000018
5077,2023-01-20,C000761,5,0.0,1,MO.HFp.100
5077,2023-01-20,C000761,5,0.0,1,CM01.000002
5080,2023-01-20,C000745,2,5035.91,3,101110
5080,2023-01-20,C000745,2,36.22,1,EQ04.000002
5080,2023-01-20,C000745,2,0.0,1,CM01.000002
5080,2023-01-20,C000745,2,0.0,10,CM01.000018
5080,2023-01-20,C000745,2,0.0,5,MO.HFp.100
5080,2023-01-20,C000745,2,437.78,5,EQ02.000653
5080,2023-01-20,C000745,2,170.88,10,CM05.000011
5080,2023-01-20,C000745,2,6181.1,1,060401
5083,2023-01-23,C000754,6,3441.36,1,101101
5083,2023-01-23,C000754,6,0.0,14,MO.TcAg.100
5084,2023-01-23,C000377,6,0.0,1,MO.TcAg.100
5084,2023-01-23,C000377,6,2109.46,1,101101
5084,2023-01-23,C000377,6,1750.22,16,101101
5084,2023-01-23,C000377,6,0.0,9,MO.TcAg.100
5085,2023-01-23,C000547,6,0.0,12,CM01.000002
5085,2023-01-23,C000547,6,0.0,4,MO.HFp.100
5085,2023-01-23,C000547,6,0.0,4,CM01.000018
5085,2023-01-23,C000547,6,8461.48,9,101110
5086,2023-01-23,C000743,5,99365.99,70,101110
5086,2023-01-23,C000743,5,29919.37,15,101100
5086,2023-01-23,C000743,5,694.51,12,EQ02.000653
5086,2023-01-23,C000743,5,17958.84,13,060401
5086,2023-01-23,C000743,5,645.73,1,CM05.000011
5086,2023-01-23,C000743,5,366.21,28,EQ04.000002
5086,2023-01-23,C000743,5,0.0,69,CM01.000018
5086,2023-01-23,C000743,5,0.0,75,MO.HFp.100
5086,2023-01-23,C000743,5,0.0,56,CM01.000002
5086,2023-01-23,C000743,5,0.0,34,MO.TcAs.100
5091,2023-01-25,C000025,4,0.0,1,CM01.000002
5091,2023-01-25,C000025,4,0.0,5,MO.HFp.100
5091,2023-01-25,C000025,4,0.0,3,CM01.000018
5091,2023-01-25,C000025,4,22653.88,3,101110
5092,2023-01-26,C000162,3,0.0,67,MO.TcAs.100
5092,2023-01-26,C000162,3,28670.95,11,060401
5092,2023-01-26,C000162,3,83135.86,71,101100
5093,2023-01-26,C000472,2,379.83,5,CM05.000011
5093,2023-01-26,C000472,2,473.21,1,EQ02.000653
5093,2023-01-26,C000472,2,60.85,1,EQ04.000002
5093,2023-01-26,C000472,2,66.77,1,EQ04.000002
5097,2023-01-27,C000377,6,0.0,202,CM01.000018
5097,2023-01-27,C000377,6,0.0,207,MO.HFp.100
5097,2023-01-27,C000377,6,0.0,206,CM01.000002
5097,2023-01-27,C000377,6,261930.43,196,101110
5099,2023-01-27,C000655,5,380.1,10,EQ04.000002
5099,2023-01-27,C000655,5,1484.72,9,CM05.000011
5099,2023-01-27,C000655,5,1120.04,16,CM05.000011
5099,2023-01-27,C000655,5,296.53,4,EQ02.000653
5099,2023-01-27,C000655,5,184.86,21,EQ04.000002
5100,2023-01-27,C000076,35,7745.58,3,101110
5100,2023-01-27,C000076,35,3584.11,22,101100
5100,2023-01-27,C000076,35,0.0,15,MO.HFp.100
5100,2023-01-27,C000076,35,0.0,1,CM01.000002
5100,2023-01-27,C000076,35,0.0,16,MO.TcAs.100
5100,2023-01-27,C000076,35,0.0,1,CM01.000018
5100,2023-01-27,C000076,35,11910.38,13,060400
5101,2023-01-27,C000585,6,0.0,14,CM01.000002
5101,2023-01-27,C000585,6,0.0,18,CM01.000018
5101,2023-01-27,C000585,6,27719.07,1,101110
5101,2023-01-27,C000585,6,0.0,2,MO.HFp.100
5105,2023-01-30,C000225,6,0.0,44,CM01.000018
5105,2023-01-30,C000225,6,0.0,40,MO.HFp.100
5105,2023-01-30,C000225,6,0.0,39,CM01.000002
5105,2023-01-30,C000225,6,48681.2,50,101110
5106,2023-01-30,C000060,49,12221.12,9,060401
5108,2023-01-30,C000163,4,4868.35,1,101110
5108,2023-01-30,C000163,4,0.0,4,CM01.000002
5108,2023-01-30,C000163,4,0.0,1,MO.HFp.100
5108,2023-01-30,C000163,4,0.0,1,CM01.000018
5110,2023-01-30,C000745,2,2196.15,13,101101
5110,2023-01-30,C000745,2,0.0,20,MO.TcAg.100
5112,2023-01-31,C000355,2,0.0,1,CM01.000018
5112,2023-01-31,C000355,2,10180.54,1,101110
5112,2023-01-31,C000355,2,0.0,7,MO.HFp.100
5112,2023-01-31,C000355,2,0.0,10,CM01.000002
5114,2023-02-01,C000697,26,19931.63,7,101110
5114,2023-02-01,C000697,26,2525.93,8,101110
5114,2023-02-01,C000697,26,0.0,1,CM01.000018
5114,2023-02-01,C000697,26,5509.55,1,060401
5114,2023-02-01,C000697,26,0.0,37,CM01.000002
5114,2023-02-01,C000697,26,0.0,22,MO.HFp.100
5114,2023-02-01,C000697,26,0.0,35,CM01.000018
5114,2023-02-01,C000697,26,0.0,23,CM01.000002
5114,2023-02-01,C000697,26,0.0,19,MO.HFp.100
5114,2023-02-01,C000697,26,0.0,11,CM01.000018
5114,2023-02-01,C000697,26,0.0,5,CM01.000002
5114,2023-02-01,C000697,26,0.0,11,MO.HFp.100
5114,2023-02-01,C000697,26,0.0,1,CM01.000018
5114,2023-02-01,C000697,26,0.0,16,CM01.000002
5114,2023-02-01,C000697,26,0.0,5,MO.HFp.100
5114,2023-02-01,C000697,26,5638.65,4,060401
5114,2023-02-01,C000697,26,81165.59,38,101110
5114,2023-02-01,C000697,26,50306.03,18,101110
5116,2023-02-01,C000721,35,48.5,11,CM05.000011
5116,2023-02-01,C000721,35,403.37,7,EQ02.000653
5116,2023-02-01,C000721,35,1076.94,9,101110
5116,2023-02-01,C000721,35,1402.54,1,101100
5116,2023-02-01,C000721,35,0.0,1,CM01.000018
5116,2023-02-01,C000721,35,0.0,1,MO.HFp.100
5116,2023-02-01,C000721,35,0.0,10,CM01.000002
5116,2023-02-01,C000721,35,0.0,4,MO.TcAs.100
5116,2023-02-01,C000721,35,27.42,1,EQ04.000002
5117,2023-02-01,C000527,2,38.23,2,EQ04.000002
5117,2023-02-01,C000527,2,982.79,14,CM05.000011
5117,2023-02-01,C000527,2,514.02,5,EQ02.000653
5121,2023-02-01,C000803,42,29605.92,5,060400
5121,2023-02-01,C000803,42,92708.39,24,060401
5121,2023-02-01,C000803,42,124523.61,88,101100
5121,2023-02-01,C000803,42,71708.81,48,101110
5121,2023-02-01,C000803,42,0.0,55,CM01.000002
5121,2023-02-01,C000803,42,0.0,103,MO.TcAs.100
5121,2023-02-01,C000803,42,0.0,38,MO.HFp.100
5121,2023-02-01,C000803,42,0.0,57,CM01.000018
5123,2023-02-01,C000802,7,0.0,37,CM01.000002
5123,2023-02-01,C000802,7,0.0,44,MO.HFp.100
5123,2023-02-01,C000802,7,0.0,38,CM01.000018
5123,2023-02-01,C000802,7,23431.88,1,060400
5123,2023-02-01,C000802,7,103455.94,50,101110
5126,2023-02-01,C000008,1,0.0,18,MO.B1.210
5126,2023-02-01,C000008,1,0.0,34,CM01.000002
5126,2023-02-01,C000008,1,0.0,22,CM01.000018
5126,2023-02-01,C000008,1,3290.42,28,010202
5127,2023-02-02,C000484,26,6970.3,1,060401
5127,2023-02-02,C000484,26,22853.31,16,101110
5127,2023-02-02,C000484,26,0.0,15,CM01.000018
5127,2023-02-02,C000484,26,0.0,15,CM01.000002
5127,2023-02-02,C000484,26,0.0,11,MO.HFp.100
5128,2023-02-02,C000188,49,3915.45,1,060401
5129,2023-02-02,C000188,49,16089.23,14,060401
5133,2023-02-02,C000544,5,4258.53,6,060400
5133,2023-02-02,C000544,5,4635.36,1,101110
5133,2023-02-02,C000544,5,0.0,1,CM01.000018
5133,2023-02-02,C000544,5,0.0,6,MO.HFp.100
5133,2023-02-02,C000544,5,0.0,14,CM01.000002
5134,2023-02-03,C000801,43,0.0,41,CM01.000018
5134,2023-02-03,C000801,43,0.0,34,MO.HFp.100
5134,2023-02-03,C000801,43,0.0,39,CM01.000002
5134,2023-02-03,C000801,43,85839.23,49,101110
5134,2023-02-03,C000801,43,10577.1,1,060401-S
5144,2023-02-06,C000802,7,0.0,67,CM01.000002
5144,2023-02-06,C000802,7,0.0,61,MO.HFp.100
5144,2023-02-06,C000802,7,0.0,51,CM01.000018
5144,2023-02-06,C000802,7,107445.55,50,101110
5144,2023-02-06,C000802,7,36523.76,6,060400
5147,2023-02-07,C000120,49,0.0,41,CM01.000018
5147,2023-02-07,C000120,49,0.0,48,CM01.000018
5147,2023-02-07,C000120,49,0.0,46,CM01.000018
5147,2023-02-07,C000120,49,0.0,54,CM01.000018
5147,2023-02-07,C000120,49,0.0,54,CM01.000018
5147,2023-02-07,C000120,49,101773.14,41,101110
5147,2023-02-07,C000120,49,105236.62,49,101110
5147,2023-02-07,C000120,49,99153.73,41,101110
5147,2023-02-07,C000120,49,123027.65,52,101110
5147,2023-02-07,C000120,49,0.0,51,MO.HFp.100
5147,2023-02-07,C000120,49,0.0,46,CM01.000002
5147,2023-02-07,C000120,49,0.0,50,MO.HFp.100
5147,2023-02-07,C000120,49,0.0,48,CM01.000002
5147,2023-02-07,C000120,49,0.0,44,MO.HFp.100
5147,2023-02-07,C000120,49,0.0,56,CM01.000002
5147,2023-02-07,C000120,49,117788.81,43,101110
5147,2023-02-07,C000120,49,0.0,39,MO.HFp.100
5147,2023-02-07,C000120,49,0.0,44,CM01.000002
5147,2023-02-07,C000120,49,0.0,49,MO.HFp.100
5147,2023-02-07,C000120,49,0.0,38,CM01.000002
5148,2023-02-07,C000225,6,13354.9,7,060401
5149,2023-02-07,C000145,49,0.0,11,CM01.000018
5149,2023-02-07,C000145,49,0.0,1,MO.HFp.100
5149,2023-02-07,C000145,49,2124.23,1,101110
5149,2023-02-07,C000145,49,0.0,7,CM01.000002
5151,2023-02-07,C000613,5,17028.27,4,EQ07.000024
5151,2023-02-07,C000613,5,7736.94,11,EQ07.000023
5152,2023-02-08,C000145,49,1924.09,12,101110
5152,2023-02-08,C000145,49,0.0,1,CM01.000002
5152,2023-02-08,C000145,49,0.0,11,MO.HFp.100
5152,2023-02-08,C000145,49,0.0,6,CM01.000018
5153,2023-02-08,C000723,7,1395.05,11,060401
5157,2023-02-08,C000273,49,0.0,61,CM01.000018
5157,2023-02-08,C000273,49,0.0,69,MO.HFp.100
5157,2023-02-08,C000273,49,0.0,64,CM01.000002
5157,2023-02-08,C000273,49,80588.75,70,101110
5158,2023-02-08,C000729,3,6128.93,1,101110
5158,2023-02-08,C000729,3,0.0,1,CM01.000002
5158,2023-02-08,C000729,3,0.0,8,MO.HFp.100
5158,2023-02-08,C000729,3,0.0,1,CM01.000018
5158,2023-02-08,C000729,3,6004.25,9,060401
5159,2023-02-08,C000123,49,0.0,11,CM01.000018
5159,2023-02-08,C000123,49,0.0,8,MO.HFp.100
5159,2023-02-08,C000123,49,0.0,2,CM01.000002
5159,2023-02-08,C000123,49,15285.6,1,101110
5159,2023-02-08,C000123,49,0.0,8,CM01.000018
5159,2023-02-08,C000123,49,0.0,21,MO.HFp.100
5159,2023-02-08,C000123,49,0.0,14,CM01.000002
5159,2023-02-08,C000123,49,28786.33,10,101110
5160,2023-02-09,C000807,35,0.0,1,MO.TcAg.100
5160,2023-02-09,C000807,35,3590.57,13,101101
5161,2023-02-09,C000326,23,19047.84,1,060401
5162,2023-02-09,C000002,49,39643.65,35,060401
5163,2023-02-09,C000002,49,0.0,24,EQ04.000002
5163,2023-02-09,C000002,49,0.0,17,CM05.000011
5163,2023-02-09,C000002,49,104671.84,140,101110
5163,2023-02-09,C000002,49,0.0,20,EQ04.000002
5163,2023-02-09,C000002,49,0.0,1,CM05.000011
5163,2023-02-09,C000002,49,0.0,4,EQ04.000002
5163,2023-02-09,C000002,49,0.0,29,MO.TcAg.100
5163,2023-02-09,C000002,49,0.0,97,MO.TcAs.100
5163,2023-02-09,C000002,49,0.0,1,CM05.000011
5163,2023-02-09,C000002,49,26799.24,90,101100
5163,2023-02-09,C000002,49,5208.22,33,101101
5163,2023-02-09,C000002,49,0.0,146,MO.HFp.100
5164,2023-02-10,C000792,7,0.0,50,MO.TcAg.100
5164,2023-02-10,C000792,7,12443.56,53,101101
5165,2023-02-10,C000377,6,0.0,1,MO.TcAg.100
5165,2023-02-10,C000377,6,5969.63,2,101101
5168,2023-02-13,C000389,6,2906.06,1,060401
5169,2023-02-13,C000145,49,0.0,67,CM01.000002
5169,2023-02-13,C000145,49,8866.38,10,060401
5169,2023-02-13,C000145,49,0.0,61,MO.HFp.100
5169,2023-02-13,C000145,49,0.0,72,CM01.000018
5169,2023-02-13,C000145,49,17929.01,74,101110
5170,2023-02-13,C000772,2,3609.23,1,101100
5170,2023-02-13,C000772,2,19.63,3,EQ04.000002
5170,2023-02-13,C000772,2,216.02,9,EQ02.000653
5170,2023-02-13,C000772,2,150.22,1,CM05.000011
5170,2023-02-13,C000772,2,0.0,1,MO.TcAs.100
5171,2023-02-13,C000723,7,248.63,2,EQ04.000002
5171,2023-02-13,C000723,7,1084.62,7,CM05.000011
5171,2023-02-13,C000723,7,569.28,1,EQ02.000653
5172,2023-02-13,C000804,43,0.0,702,CM01.000018
5172,2023-02-13,C000804,43,0.0,695,MO.HFp.100
5172,2023-02-13,C000804,43,0.0,691,CM01.000002
5172,2023-02-13,C000804,43,1121647.12,703,101110
5172,2023-02-13,C000804,43,36135.61,41,060401-S
5173,2023-02-13,C000535,49,0.0,6,CM01.000002
5173,2023-02-13,C000535,49,0.0,1,MO.HFp.100
5173,2023-02-13,C000535,49,0.0,12,CM01.000018
5173,2023-02-13,C000535,49,4996.69,1,101110
5174,2023-02-13,C000704,7,0.0,1,CM01.000002
5174,2023-02-13,C000704,7,0.0,1,MO.HFp.100
5174,2023-02-13,C000704,7,0.0,1,MO.HFp.100
5174,2023-02-13,C000704,7,0.0,1,CM01.000002
5174,2023-02-13,C000704,7,0.0,1,CM01.000018
5174,2023-02-13,C000704,7,0.0,13,CM01.000018
5174,2023-02-13,C000704,7,3418.22,1,060401-S
5174,2023-02-13,C000704,7,1776.5,10,101110
5174,2023-02-13,C000704,7,17184.36,15,101110
5175,2023-02-13,C000704,7,0.0,16,CM01.000002
5175,2023-02-13,C000704,7,0.0,14,MO.HFp.100
5175,2023-02-13,C000704,7,0.0,1,CM01.000018
5175,2023-02-13,C000704,7,0.0,1,CM01.000002
5175,2023-02-13,C000704,7,0.0,8,MO.HFp.100
5175,2023-02-13,C000704,7,0.0,1,CM01.000018
5175,2023-02-13,C000704,7,5438.21,1,101110
5175,2023-02-13,C000704,7,2257.89,11,060401-S
5175,2023-02-13,C000704,7,1737.73,3,101110
5178,2023-02-14,C000079,7,13338.75,1,060401
5179,2023-02-14,C000079,7,0.0,53,CM01.000018
5179,2023-02-14,C000079,7,26959.91,149,101101
5179,2023-02-14,C000079,7,31446.69,46,101110
5179,2023-02-14,C000079,7,0.0,145,MO.TcAg.100
5179,2023-02-14,C000079,7,0.0,38,MO.HFp.100
5179,2023-02-14,C000079,7,0.0,41,CM01.000002
5182,2023-02-15,C000511,6,4420.93,5,060401
5182,2023-02-15,C000511,6,0.0,41,MO.K2.210
5182,2023-02-15,C000511,6,0.0,28,CM01.000002
5182,2023-02-15,C000511,6,81262.39,35,010232
5182,2023-02-15,C000511,6,0.0,31,CM01.000018
5184,2023-02-15,C000472,2,1103.1,1,060400
5186,2023-02-16,C000125,2,3513.45,1,060401
5186,2023-02-16,C000125,2,2847.31,3,060401
5187,2023-02-16,C000185,3,621.29,1,101100
5187,2023-02-16,C000185,3,0.0,1,MO.TcAs.100
5193,2023-02-17,C000585,49,3284.69,1,060401
5194,2023-02-17,C000004,49,120660.4,250,101110
5194,2023-02-17,C000004,49,0.0,254,CM01.000002
5194,2023-02-17,C000004,49,0.0,248,MO.HFp.100
5194,2023-02-17,C000004,49,0.0,252,CM01.000018
5195,2023-02-20,C000188,49,0.0,80,CM01.000018
5195,2023-02-20,C000188,49,57175.57,96,101110
5195,2023-02-20,C000188,49,0.0,78,CM01.000002
5195,2023-02-20,C000188,49,0.0,85,MO.HFp.100
5196,2023-02-23,C000034,26,3601.11,7,060401
5199,2023-02-23,C000125,2,1977.26,1,060401
5200,2023-02-23,C000145,49,3945.15,1,060401
5201,2023-02-23,C000152,49,7298.41,1,101110
5201,2023-02-23,C000152,49,18652.24,7,101110
5201,2023-02-23,C000152,49,0.0,13,CM01.000002
5201,2023-02-23,C000152,49,0.0,1,CM01.000018
5201,2023-02-23,C000152,49,0.0,22,MO.HFp.100
5201,2023-02-23,C000152,49,0.0,1,MO.HFp.100
5201,2023-02-23,C000152,49,0.0,1,CM01.000002
5201,2023-02-23,C000152,49,0.0,9,CM01.000018
5203,2023-02-27,C000389,6,2260.04,1,060401
5204,2023-02-27,C000591,39,3266.97,1,060401
5204,2023-02-27,C000591,39,23.48,2,EQ04.000002
5204,2023-02-27,C000591,39,742.65,8,EQ02.000653
5204,2023-02-27,C000591,39,0.0,8,CM01.000018
5204,2023-02-27,C000591,39,171.95,1,CM05.000011
5204,2023-02-27,C000591,39,0.0,1,MO.HFp.100
5204,2023-02-27,C000591,39,0.0,17,CM01.000002
5204,2023-02-27,C000591,39,28625.88,5,101110
5205,2023-02-27,C000815,49,21958.13,4,101110
5205,2023-02-27,C000815,49,0.0,7,CM01.000002
5205,2023-02-27,C000815,49,0.0,20,MO.HFp.100
5205,2023-02-27,C000815,49,0.0,1,CM01.000018
5209,2023-02-28,C000247,5,0.0,15,MO.TcAs.100
5209,2023-02-28,C000247,5,8372.16,15,101100
5213,2023-03-01,C000225,56,8040.63,6,101110
5213,2023-03-01,C000225,56,0.0,3,CM01.000002
5213,2023-03-01,C000225,56,0.0,1,MO.HFp.100
5213,2023-03-01,C000225,56,0.0,7,CM01.000018
5214,2023-03-02,C000722,56,0.0,3,CM01.000002
5214,2023-03-02,C000722,56,15332.0,10,101110
